0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,1,1809
1109,1,010000000000000000000000000000000000,000000000000000000000000000000000000,23,0
0,0,010000000000000000000000000000000000,000000000000000000000001000000000000,2,6974
1109,1,011000000000000000000000000000000000,000000000000000000000001000000000000,30,0
0,0,011000000000000000000000000000000000,000000000000000000000001000000100000,3,3029
1109,1,011100000000000000000000000000000000,000000000000000000000001000000100000,4,0
0,0,011100000000000000000000000000000000,000010000000000000000001000000100000,0,1439
1074,0,000000000000000000000000000000000000,000000000000000000000000000000000000,20,0
0,1,000000000000000000001000000000000000,000000000000000000000000000000000000,12,867
1074,0,000000000000000000001000000000000000,000000000000100000000000000000000000,11,0
0,1,000000000001000000001000000000000000,000000000000100000000000000000000000,13,1121
1074,0,000000000001000000001000000000000000,000000000000110000000000000000000000,21,0
0,1,000000000001000000001100000000000000,000000000000110000000000000000000000,14,3893
1074,0,000000000001000000001100000000000000,000000000000111000000000000000000000,15,0
0,1,000000000001000100001100000000000000,000000000000111000000000000000000000,22,2432
1074,0,000000000001000100001100000000000000,000000000000111000000010000000000000,19,0
0,1,000000000001000100011100000000000000,000000000000111000000010000000000000,4,1925
1074,0,000000000001000100011100000000000000,000010000000111000000010000000000000,18,0
0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,13,2195
1075,1,000000000000010000000000000000000000,000000000000000000000000000000000000,31,0
0,0,000000000000010000000000000000000000,000000000000000000000000000000010000,14,1981
1075,1,000000000000011000000000000000000000,000000000000000000000000000000010000,32,0
0,0,000000000000011000000000000000000000,000000000000000000000000000000011000,15,2292
1075,1,000000000000011100000000000000000000,000000000000000000000000000000011000,21,0
0,0,000000000000011100000000000000000000,000000000000000000000100000000011000,12,1939
1101,0,000000000000000000000000000000000000,000000000000000000000000000000000000,21,0
0,1,000000000000000000000100000000000000,000000000000000000000000000000000000,13,3070
1101,0,000000000000000000000100000000000000,000000000000010000000000000000000000,19,0
0,1,000000000000000000010100000000000000,000000000000010000000000000000000000,14,2533
1101,0,000000000000000000010100000000000000,000000000000011000000000000000000000,20,0
0,1,000000000000000000011100000000000000,000000000000011000000000000000000000,18,1381
1101,0,000000000000000000011100000000000000,000000000000011000100000000000000000,22,0
0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,21,2353
1109,1,000000000000000000000100000000000000,000000000000000000000000000000000000,3,0
0,0,000000000000000000000100000000000000,000100000000000000000000000000000000,20,2964
1109,1,000000000000000000001100000000000000,000100000000000000000000000000000000,4,0
0,0,000000000000000000001100000000000000,000110000000000000000000000000000000,22,1369
1109,1,000000000000000000001110000000000000,000110000000000000000000000000000000,23,0
0,0,000000000000000000001110000000000000,000110000000000000000001000000000000,19,1183
1104,0,000000000000000000000000000000000000,000000000000000000000000000000000000,14,0
0,1,000000000000001000000000000000000000,000000000000000000000000000000000000,10,1807
1104,0,000000000000001000000000000000000000,000000000010000000000000000000000000,13,0
0,1,000000000000011000000000000000000000,000000000010000000000000000000000000,11,4294
1104,0,000000000000011000000000000000000000,000000000011000000000000000000000000,5,0
0,1,000001000000011000000000000000000000,000000000011000000000000000000000000,12,3084
1104,0,000001000000011000000000000000000000,000000000011100000000000000000000000,9,0
0,1,000001000100011000000000000000000000,000000000011100000000000000000000000,23,744
1104,0,000001000100011000000000000000000000,000000000011100000000001000000000000,4,0
0,1,000011000100011000000000000000000000,000000000011100000000001000000000000,22,1991
1104,0,000011000100011000000000000000000000,000000000011100000000011000000000000,21,0
0,1,000011000100011000000100000000000000,000000000011100000000011000000000000,2,1862
1104,0,000011000100011000000100000000000000,001000000011100000000011000000000000,29,0
0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,12,2553
1108,1,000000000000100000000000000000000000,000000000000000000000000000000000000,31,0
0,0,000000000000100000000000000000000000,000000000000000000000000000000010000,13,2278
1108,1,000000000000110000000000000000000000,000000000000000000000000000000010000,11,0
0,0,000000000000110000000000000000000000,000000000001000000000000000000010000,32,3302
1108,1,000000000000110000000000000000001000,000000000001000000000000000000010000,3,0
0,0,000000000000110000000000000000001000,000100000001000000000000000000010000,14,3039
1108,1,000000000000111000000000000000001000,000100000001000000000000000000010000,27,0
0,0,000000000000111000000000000000001000,000100000001000000000000000100010000,19,2053
1108,1,000000000000111000010000000000001000,000100000001000000000000000100010000,10,0
0,0,000000000000111000010000000000001000,000100000011000000000000000100010000,15,2049
1041,0,000000000000000000000000000000000000,000000000000000000000000000000000000,30,0
0,1,000000000000000000000000000000100000,000000000000000000000000000000000000,12,1148
1041,0,000000000000000000000000000000100000,000000000000100000000000000000000000,31,0
0,1,000000000000000000000000000000110000,000000000000100000000000000000000000,13,658
1041,0,000000000000000000000000000000110000,000000000000110000000000000000000000,32,0
0,1,000000000000000000000000000000111000,000000000000110000000000000000000000,14,1313
1041,0,000000000000000000000000000000111000,000000000000111000000000000000000000,29,0
0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,12,2448
1045,1,000000000000100000000000000000000000,000000000000000000000000000000000000,21,0
0,0,000000000000100000000000000000000000,000000000000000000000100000000000000,13,1649
1045,1,000000000000110000000000000000000000,000000000000000000000100000000000000,22,0
0,0,000000000000110000000000000000000000,000000000000000000000110000000000000,14,805
1045,1,000000000000111000000000000000000000,000000000000000000000110000000000000,31,0
0,0,000000000000111000000000000000000000,000000000000000000000110000000010000,11,1081
1073,0,000000000000000000000000000000000000,000000000000000000000000000000000000,3,0
0,1,000100000000000000000000000000000000,000000000000000000000000000000000000,12,621
1073,0,000100000000000000000000000000000000,000000000000100000000000000000000000,4,0
0,1,000110000000000000000000000000000000,000000000000100000000000000000000000,13,538
1073,0,000110000000000000000000000000000000,000000000000110000000000000000000000,17,0
0,1,000110000000000001000000000000000000,000000000000110000000000000000000000,14,1905
1073,0,000110000000000001000000000000000000,000000000000111000000000000000000000,31,0
0,1,000110000000000001000000000000010000,000000000000111000000000000000000000,10,1213
1073,0,000110000000000001000000000000010000,000000000010111000000000000000000000,11,0
0,1,000110000001000001000000000000010000,000000000010111000000000000000000000,15,1059
0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,12,4846
1098,1,000000000000100000000000000000000000,000000000000000000000000000000000000,4,0
0,0,000000000000100000000000000000000000,000010000000000000000000000000000000,3,2038
1098,1,000100000000100000000000000000000000,000010000000000000000000000000000000,14,0
0,0,000100000000100000000000000000000000,000010000000001000000000000000000000,13,1202
1098,1,000100000000110000000000000000000000,000010000000001000000000000000000000,24,0
0,0,000100000000110000000000000000000000,000010000000001000000000100000000000,34,809
1098,1,000100000000110000000000000000000010,000010000000001000000000100000000000,33,0
0,0,000100000000110000000000000000000010,000010000000001000000000100000000100,11,6043
1098,1,000100000001110000000000000000000010,000010000000001000000000100000000100,10,0
0,0,000100000001110000000000000000000010,000010000010001000000000100000000100,21,4589
1098,1,000100000001110000000100000000000010,000010000010001000000000100000000100,30,0
0,0,000100000001110000000100000000000010,000010000010001000000000100000100100,22,4411
1098,1,000100000001110000000110000000000010,000010000010001000000000100000100100,5,0
0,0,000100000001110000000110000000000010,000011000010001000000000100000100100,32,6068
1098,1,000100000001110000000110000000001010,000011000010001000000000100000100100,2,0
0,0,000100000001110000000110000000001010,001011000010001000000000100000100100,23,4320
1098,1,000100000001110000000111000000001010,001011000010001000000000100000100100,0,0
0,0,000100000001110000000111000000001010,101011000010001000000000100000100100,20,1603
1091,0,000000000000000000000000000000000000,000000000000000000000000000000000000,21,0
0,1,000000000000000000000100000000000000,000000000000000000000000000000000000,14,2566
1091,0,000000000000000000000100000000000000,000000000000001000000000000000000000,12,0
0,1,000000000000100000000100000000000000,000000000000001000000000000000000000,15,3654
1091,0,000000000000100000000100000000000000,000000000000001100000000000000000000,13,0
0,1,000000000000110000000100000000000000,000000000000001100000000000000000000,11,2375
1091,0,000000000000110000000100000000000000,000000000001001100000000000000000000,5,0
0,1,000001000000110000000100000000000000,000000000001001100000000000000000000,29,2253
1091,0,000001000000110000000100000000000000,000000000001001100000000000001000000,4,0
0,1,000011000000110000000100000000000000,000000000001001100000000000001000000,16,1773
1091,0,000011000000110000000100000000000000,000000000001001110000000000001000000,17,0
0,1,000011000000110001000100000000000000,000000000001001110000000000001000000,24,3551
1091,0,000011000000110001000100000000000000,000000000001001110000000100001000000,3,0
0,1,000111000000110001000100000000000000,000000000001001110000000100001000000,30,3141
1091,0,000111000000110001000100000000000000,000000000001001110000000100001100000,6,0
0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,12,5112
1099,1,000000000000100000000000000000000000,000000000000000000000000000000000000,2,0
0,0,000000000000100000000000000000000000,001000000000000000000000000000000000,13,2198
1099,1,000000000000110000000000000000000000,001000000000000000000000000000000000,11,0
0,0,000000000000110000000000000000000000,001000000001000000000000000000000000,14,1769
1099,1,000000000000111000000000000000000000,001000000001000000000000000000000000,15,0
0,0,000000000000111000000000000000000000,001000000001000100000000000000000000,20,1233
1099,1,000000000000111000001000000000000000,001000000001000100000000000000000000,3,0
0,0,000000000000111000001000000000000000,001100000001000100000000000000000000,4,1798
1099,1,000010000000111000001000000000000000,001100000001000100000000000000000000,19,0
0,0,000010000000111000001000000000000000,001100000001000100010000000000000000,28,987
1093,0,000000000000000000000000000000000000,000000000000000000000000000000000000,4,0
0,1,000010000000000000000000000000000000,000000000000000000000000000000000000,21,1780
1093,0,000010000000000000000000000000000000,000000000000000000000100000000000000,3,0
0,1,000110000000000000000000000000000000,000000000000000000000100000000000000,20,698
