0,1,000101000000000000101000100000000000,000000000000010000000111000000000000,14,11195,4.0,14.0,0.0,1.0
0,0,000100000001100000000100000000000000,000000000000010000010000000000110000,32,3693,4.0,32.0,-1.0,0.0
0,1,001100100001110000011100010000011010,010001010000001100100011100100100100,29,6709,10.0,29.0,1.0,1.0
0,0,001110000000111000000000000000000100,010001000001000100000001100000001000,22,25068,21.0,22.0,1.0,-1.0
0,0,000100000000010000000101000000000000,000000000000101000000010000000000100,5,6195,5.0,2.0,1.0,0.0
0,1,000011100000101110000011000000000000,000100010000010001000000100100101000,31,3728,31.0,20.0,-1.0,0.0
0,0,000101000000011000000000000000011000,000000010000100100000011000000000100,4,13546,4.0,21.0,1.0,1.0
0,1,000101001000000100000011000000010100,000010010000011000000000010000101000,34,12768,24.0,34.0,0.0,-1.0
0,1,000001010000000100000001010000000000,000000000000010000000000100000010001,32,11390,4.0,32.0,0.0,1.0
0,1,000000000000110000000000000100000000,000000000000000000000000000001100000,31,4258,31.0,14.0,-1.0,0.0
0,0,000000000000000000000010000000100110,000000000000001100000000100000010000,13,6230,32.0,13.0,1.0,-1.0
0,1,000100100000010000001100000000001000,000001000000001100000011000000000000,24,7189,25.0,24.0,-1.0,0.0
0,0,000010010001000000000101100000100001,000101101000001010000010000000001000,15,6989,31.0,15.0,1.0,0.0
0,0,000000000010100010000000000100100010,000010001000001000000010100000001000,11,6184,11.0,23.0,1.0,0.0
0,1,000001100000001110000010000000000000,000000000000010001000000100100100000,7,5295,29.0,7.0,0.0,0.0
0,1,100110000001000000001000100010010000,010000000010101000000111000000000000,13,17843,32.0,13.0,-1.0,-1.0
0,0,100000100010000001000000000100010000,000000011000001100000001000000000001,9,8407,30.0,9.0,1.0,1.0
0,0,000000000000010100000001000000010100,000100000000100000001110000000000000,7,4003,7.0,19.0,1.0,-1.0
0,0,000000000000001000001010100000001000,001010000000000000100101000000000000,30,8777,30.0,16.0,1.0,1.0
0,0,000000000000100000000101000000010000,000110000000010000000010000000000000,15,8857,5.0,15.0,0.0,0.0
0,0,000001001000000100000000000000001001,001010000001100000000000010000000000,14,9278,14.0,24.0,1.0,1.0
0,0,000000000001011000000100000000000000,000000000000100000000000100000010100,29,6461,29.0,22.0,1.0,-1.0
0,0,000001001000010100000001000000001001,001010000001101000010000010000000000,3,5992,7.0,3.0,1.0,1.0
0,0,000000000000011000010010000010000000,001010000010100000001000000000000000,30,7468,30.0,3.0,1.0,-1.0
0,1,001001110011101000001100100100110100,010100000100010110110011000011001010,25,18854,25.0,17.0,1.0,1.0
0,1,000000000000011000000100000000011001,000000100000100000001010000000100000,4,6761,4.0,5.0,-1.0,0.0
0,0,100110000001000000001000000010010000,010000000010101000000111000000000000,24,5257,24.0,29.0,-1.0,-1.0
0,1,000101000011010001011010000000100000,101000000000101110000100010100000000,18,10691,18.0,4.0,0.0,1.0
0,1,000000000001100000001100000000001100,000100000000011000000011000000000000,30,11117,31.0,30.0,0.0,-1.0
0,1,000001100000110000000000000000000000,000000000000001000000110000000000000,23,4751,23.0,4.0,-1.0,0.0
0,0,001000000000001100000001100000010000,000010010000110000000010000000001000,25,9185,16.0,25.0,0.0,0.0
0,1,000000000001110000000001000000101000,000100000010001000000110000000000000,31,4019,31.0,20.0,0.0,0.0
0,0,000000000000001100000000100000001000,000000000000010000000001000000110000,33,7100,16.0,33.0,1.0,1.0
0,1,000000000000010000000010100000011000,000011000000001000000001000000000000,6,10981,6.0,3.0,-1.0,-1.0
0,1,000110000001000000010111000000101000,010001000010110000001000100100000000,15,15567,14.0,15.0,0.0,0.0
0,1,000000000000100000001010000100100000,000000000000001000000100010000001000,5,10330,5.0,23.0,-1.0,-1.0
0,0,000010000011101000010010000001100100,001101100100010100000101000000001000,28,8102,28.0,7.0,1.0,0.0
0,1,000011000000010000000000000000000000,000100000000000000000100000000000000,12,9582,12.0,22.0,0.0,0.0
0,1,001100100001011100000100100000100000,100011000000100010000011000000001100,34,5942,20.0,34.0,-1.0,-1.0
0,0,000001000000110000001100000000100000,000110000000001000000011000001000000,10,9729,10.0,24.0,1.0,0.0
0,1,100000001010100000000101000000110000,000110000001000100001010000010000000,2,9007,5.0,2.0,-1.0,-1.0
0,1,000000000001110000001000000000000000,000000000010001000000010000000000000,30,6675,30.0,21.0,0.0,0.0
0,0,000000000001011100001100000001000000,001001000000100010000000100000010100,22,8221,22.0,32.0,1.0,-1.0
0,1,100000001000000000000101000100100000,000001000000110000000000000000001001,22,7343,22.0,15.0,-1.0,-1.0
0,1,000001000001100000001010000000000000,000010000000001000000001000000001000,24,10114,24.0,13.0,-1.0,1.0
0,0,001000100000001100000001100000010000,000010010000110000000010000000001100,25,10920,16.0,25.0,0.0,0.0
0,0,000001000001100000001010000000000000,000010000000001000000001000000011000,10,3018,21.0,10.0,1.0,1.0
0,1,000000000000011000000101000000000100,000100000000100100010000000000000000,11,5487,11.0,5.0,-1.0,1.0
0,0,000000100001100110000101000000000010,010100010000001000010010110000000000,2,4050,10.0,2.0,1.0,0.0
0,0,000101000000011000011100000000011000,001010000000100100100011000001100000,27,12356,11.0,27.0,1.0,0.0
0,1,011000000001000000001100000000100000,000000000000000010000010000001011000,24,9725,24.0,4.0,-1.0,-1.0
0,0,000001000000100000001010000000000100,000000000000001100000001000000011000,7,9863,7.0,21.0,-1.0,-1.0
0,1,001101100000010000001101000000010000,000010000000101000000010000001101100,34,13112,34.0,24.0,-1.0,1.0
0,0,000000000001000100000010000000000100,000101000000010000000001000000000000,6,7231,6.0,4.0,0.0,0.0
0,1,000000000001010000001100000000000000,000001000000000000010001000000000000,14,8411,14.0,12.0,1.0,0.0
0,0,011100001100011010011100000001010001,100011000011100100100010110000001110,23,5087,23.0,28.0,-1.0,-1.0
0,0,000000000000100000000010100001001000,001001000000010000000101000000000000,31,9866,31.0,30.0,0.0,1.0
0,1,000000000000110000000001000000010000,000100000001000000000100000000000000,19,9927,19.0,27.0,-1.0,1.0
0,1,000000000010100010000000000100100000,000010001000000000000000100000001000,13,7841,14.0,13.0,-1.0,1.0
0,0,000100010000010000000110000001001000,000011000000000100000001100000110000,12,6252,12.0,25.0,1.0,0.0
0,0,000000000001100000000100000000000000,000000000000001000000010100000000000,10,4969,10.0,13.0,1.0,1.0
0,0,000000000010100010000001000100100010,000010101000001000000010100000001000,11,4798,11.0,7.0,1.0,1.0
0,0,000000000000100000000110000000000000,000000000000001100000001000000000000,20,4176,20.0,32.0,0.0,0.0
0,0,000100000000001000000011000001010000,000001000000110000001100000000100000,15,4968,24.0,15.0,0.0,0.0
0,1,000000000000010000001011100000101100,000110000000101000000100010000010000,5,4462,5.0,1.0,-1.0,-1.0
0,1,000100010000101000000010100000100000,011010100000010000000100000000000000,29,7382,29.0,23.0,-1.0,0.0
0,0,000000000000001100000010100000001100,000000100000010000000101000000110000,12,5445,12.0,16.0,1.0,1.0
0,1,001001000100010000010001010000110001,000000100001101100001110000000001000,24,4061,24.0,33.0,0.0,1.0
0,1,001011000010010000000100000000010000,000100000001100000000010000001100000,27,2804,27.0,19.0,-1.0,0.0
0,0,001000000000001000000001100000010000,000010000000110000000010000000001000,7,5092,15.0,7.0,0.0,0.0
0,0,000000000000100000001011010000001000,001010000001010000000100100000000000,31,8477,5.0,31.0,-1.0,-1.0
0,0,001000000001000000001100000000000000,000000000000000010000010000001001000,12,2380,12.0,31.0,-1.0,1.0
0,1,000000000001010000001001000000101000,001100000000100000000110000000000000,4,1951,4.0,5.0,-1.0,0.0
0,1,000010000000001000000110000000000000,000000000000100000001000000000100000,31,3733,10.0,31.0,-1.0,1.0
0,0,000000000010110000000100000000000000,000000000001000000000000000101010000,22,5967,30.0,22.0,0.0,-1.0
0,1,001101100000010000001101000010010000,000010000000101000000010000101101100,34,4234,34.0,7.0,-1.0,1.0
0,0,000000000001110000000000000010000000,000001000010001000000010000000000000,21,3157,21.0,30.0,0.0,-1.0
0,1,000010000000100000000110000000000000,000000000000001100000001000000000000,31,4410,13.0,31.0,0.0,-1.0
0,0,000000000000001100000010100000001000,000000000000010000000101000000110000,12,6868,16.0,12.0,1.0,1.0
0,1,001000000001010000010100000001000000,000001000000100000001001000000010000,32,6360,32.0,4.0,-1.0,-1.0
0,0,000000000000000000000011000000010000,000000000000110000000100000000000000,14,2433,15.0,14.0,0.0,0.0
0,1,001100100001011100000100100010100000,100011000000100010010011000000001100,29,2792,31.0,29.0,0.0,0.0
1,0,000000000000100000001011010000001000,001010000001010000000100100000000000,31,49943,5.0,31.0,-1.0,-1.0
1,1,000000000000011000000100000000011001,000000100000100000001010000000100000,4,26906,4.0,5.0,-1.0,0.0
1,1,000000000001100000001100000000001100,000100000000011000000011000000000000,31,43817,31.0,30.0,0.0,-1.0
1,1,001011000010010000000100000000010000,000100000001100000000010000001100000,27,9517,27.0,19.0,-1.0,0.0
1,0,000000000001000100000010000000000100,000101000000010000000001000000000000,6,31764,6.0,4.0,0.0,0.0
1,0,001000000000001000000001100000010000,000010000000110000000010000000001000,15,11302,15.0,7.0,0.0,0.0
1,1,000000000000010000001011100000101100,000110000000101000000100010000010000,5,2428,5.0,1.0,-1.0,-1.0
1,1,000011000000010000000000000000000000,000100000000000000000100000000000000,12,21976,12.0,22.0,0.0,0.0
