0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,21,9859
1018,1,000000000000000000000100000000000000,000000000000000000000000000000000000,23,0
0,0,000000000000000000000100000000000000,000000000000000000000001000000000000,13,5435
1018,1,000000000000010000000100000000000000,000000000000000000000001000000000000,5,0
0,0,000000000000010000000100000000000000,000001000000000000000001000000000000,12,7100
1018,1,000000000000110000000100000000000000,000001000000000000000001000000000000,14,0
0,0,000000000000110000000100000000000000,000001000000001000000001000000000000,32,4608
1018,1,000000000000110000000100000000001000,000001000000001000000001000000000000,4,0
0,0,000000000000110000000100000000001000,000011000000001000000001000000000000,11,5153
1018,1,000000000001110000000100000000001000,000011000000001000000001000000000000,31,0
0,0,000000000001110000000100000000001000,000011000000001000000001000000010000,10,1661
1014,0,000000000000000000000000000000000000,000000000000000000000000000000000000,24,0
0,1,000000000000000000000000100000000000,000000000000000000000000000000000000,13,8321
1014,0,000000000000000000000000100000000000,000000000000010000000000000000000000,23,0
0,1,000000000000000000000001100000000000,000000000000010000000000000000000000,22,1267
1014,0,000000000000000000000001100000000000,000000000000010000000010000000000000,31,0
0,1,000000000000000000000001100000010000,000000000000010000000010000000000000,15,8749
1014,0,000000000000000000000001100000010000,000000000000010100000010000000000000,14,0
0,1,000000000000001000000001100000010000,000000000000010100000010000000000000,32,2932
1014,0,000000000000001000000001100000010000,000000000000010100000010000000001000,12,0
0,1,000000000000101000000001100000010000,000000000000010100000010000000001000,5,10405
1014,0,000000000000101000000001100000010000,000001000000010100000010000000001000,4,0
0,1,000010000000101000000001100000010000,000001000000010100000010000000001000,34,2996
1014,0,000010000000101000000001100000010000,000001000000010100000010000000001010,25,0
0,1,000010000000101000000001110000010000,000001000000010100000010000000001010,26,5246
1014,0,000010000000101000000001110000010000,000001000000010100000010001000001010,21,0
0,1,000010000000101000000101110000010000,000001000000010100000010001000001010,20,16809
1014,0,000010000000101000000101110000010000,000001000000010100001010001000001010,30,0
0,1,000010000000101000000101110000110000,000001000000010100001010001000001010,3,1790
1014,0,000010000000101000000101110000110000,000101000000010100001010001000001010,35,0
0,1,000010000000101000000101110000110001,000101000000010100001010001000001010,11,10568
1014,0,000010000000101000000101110000110001,000101000001010100001010001000001010,28,0
0,1,000010000000101000000101110010110001,000101000001010100001010001000001010,29,2187
1014,0,000010000000101000000101110010110001,000101000001010100001010001001001010,2,0
0,1,001010000000101000000101110010110001,000101000001010100001010001001001010,19,2903
1014,0,001010000000101000000101110010110001,000101000001010100011010001001001010,27,0
0,1,001010000000101000000101110110110001,000101000001010100011010001001001010,7,31464
1014,0,001010000000101000000101110110110001,000101010001010100011010001001001010,33,0
0,1,001010000000101000000101110110110101,000101010001010100011010001001001010,6,6889
1014,0,001010000000101000000101110110110101,000101110001010100011010001001001010,8,0
0,1,001010001000101000000101110110110101,000101110001010100011010001001001010,10,27214
1014,0,001010001000101000000101110110110101,000101110011010100011010001001001010,9,0
0,1,001010001100101000000101110110110101,000101110011010100011010001001001010,18,2108
1014,0,001010001100101000000101110110110101,000101110011010100111010001001001010,0,0
0,1,101010001100101000000101110110110101,000101110011010100111010001001001010,1,1009
1014,0,101010001100101000000101110110110101,010101110011010100111010001001001010,16,0
0,1,101010001100101010000101110110110101,010101110011010100111010001001001010,17,1829
0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,12,2697
1008,1,000000000000100000000000000000000000,000000000000000000000000000000000000,14,0
0,0,000000000000100000000000000000000000,000000000000001000000000000000000000,20,1322
1008,1,000000000000100000001000000000000000,000000000000001000000000000000000000,23,0
0,0,000000000000100000001000000000000000,000000000000001000000001000000000000,11,2007
1008,1,000000000001100000001000000000000000,000000000000001000000001000000000000,13,0
0,0,000000000001100000001000000000000000,000000000000011000000001000000000000,10,6568
1008,1,000000000011100000001000000000000000,000000000000011000000001000000000000,16,0
0,0,000000000011100000001000000000000000,000000000000011010000001000000000000,9,1476
1004,0,000000000000000000000000000000000000,000000000000000000000000000000000000,32,0
0,1,000000000000000000000000000000001000,000000000000000000000000000000000000,22,3027
1004,0,000000000000000000000000000000001000,000000000000000000000010000000000000,31,0
0,1,000000000000000000000000000000011000,000000000000000000000010000000000000,13,2531
1004,0,000000000000000000000000000000011000,000000000000010000000010000000000000,30,0
0,1,000000000000000000000000000000111000,000000000000010000000010000000000000,29,4685
1004,0,000000000000000000000000000000111000,000000000000010000000010000001000000,33,0
0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,21,1164
1007,1,000000000000000000000100000000000000,000000000000000000000000000000000000,8,0
0,0,000000000000000000000100000000000000,000000001000000000000000000000000000,22,1795
1007,1,000000000000000000000110000000000000,000000001000000000000000000000000000,23,0
0,0,000000000000000000000110000000000000,000000001000000000000001000000000000,13,1364
1007,1,000000000000010000000110000000000000,000000001000000000000001000000000000,16,0
0,0,000000000000010000000110000000000000,000000001000000010000001000000000000,5,3685
1007,1,000001000000010000000110000000000000,000000001000000010000001000000000000,29,0
0,0,000001000000010000000110000000000000,000000001000000010000001000001000000,31,3555
1007,1,000001000000010000000110000000010000,000000001000000010000001000001000000,17,0
0,0,000001000000010000000110000000010000,000000001000000011000001000001000000,4,1904
1001,0,000000000000000000000000000000000000,000000000000000000000000000000000000,5,0
0,1,000001000000000000000000000000000000,000000000000000000000000000000000000,13,1544
1001,0,000001000000000000000000000000000000,000000000000010000000000000000000000,3,0
0,1,000101000000000000000000000000000000,000000000000010000000000000000000000,4,1550
1001,0,000101000000000000000000000000000000,000010000000010000000000000000000000,12,0
0,1,000101000000100000000000000000000000,000010000000010000000000000000000000,22,1465
1001,0,000101000000100000000000000000000000,000010000000010000000010000000000000,31,0
0,1,000101000000100000000000000000010000,000010000000010000000010000000000000,14,2476
1001,0,000101000000100000000000000000010000,000010000000011000000010000000000000,30,0
0,1,000101000000100000000000000000110000,000010000000011000000010000000000000,21,3196
1001,0,000101000000100000000000000000110000,000010000000011000000110000000000000,23,0
0,1,000101000000100000000001000000110000,000010000000011000000110000000000000,24,7012
1001,0,000101000000100000000001000000110000,000010000000011000000110100000000000,34,0
0,1,000101000000100000000001000000110010,000010000000011000000110100000000000,20,2720
1001,0,000101000000100000000001000000110010,000010000000011000001110100000000000,19,0
0,1,000101000000100000010001000000110010,000010000000011000001110100000000000,29,9583
1001,0,000101000000100000010001000000110010,000010000000011000001110100001000000,11,0
0,1,000101000001100000010001000000110010,000010000000011000001110100001000000,15,7883
1001,0,000101000001100000010001000000110010,000010000000011100001110100001000000,27,0
0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,12,1037
1009,1,000000000000100000000000000000000000,000000000000000000000000000000000000,17,0
0,0,000000000000100000000000000000000000,000000000000000001000000000000000000,20,1037
1009,1,000000000000100000001000000000000000,000000000000000001000000000000000000,27,0
0,0,000000000000100000001000000000000000,000000000000000001000000000100000000,11,5992
1009,1,000000000001100000001000000000000000,000000000000000001000000000100000000,28,0
0,0,000000000001100000001000000000000000,000000000000000001000000000110000000,29,1415
1009,1,000000000001100000001000000001000000,000000000000000001000000000110000000,2,0
0,0,000000000001100000001000000001000000,001000000000000001000000000110000000,21,7051
1009,1,000000000001100000001100000001000000,001000000000000001000000000110000000,3,0
0,0,000000000001100000001100000001000000,001100000000000001000000000110000000,1,3889
1009,1,010000000001100000001100000001000000,001100000000000001000000000110000000,31,0
0,0,010000000001100000001100000001000000,001100000000000001000000000110010000,22,3341
1009,1,010000000001100000001110000001000000,001100000000000001000000000110010000,19,0
0,0,010000000001100000001110000001000000,001100000000000001010000000110010000,23,1131
1002,0,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0
0,1,000000000000000000000010000000000000,000000000000000000000000000000000000,12,3217
1002,0,000000000000000000000010000000000000,000000000000100000000000000000000000,13,0
0,1,000000000000010000000010000000000000,000000000000100000000000000000000000,4,2535
1002,0,000000000000010000000010000000000000,000010000000100000000000000000000000,23,0
0,1,000000000000010000000011000000000000,000010000000100000000000000000000000,3,7386
1002,0,000000000000010000000011000000000000,000110000000100000000000000000000000,21,0
0,1,000000000000010000000111000000000000,000110000000100000000000000000000000,20,2054
1002,0,000000000000010000000111000000000000,000110000000100000001000000000000000,24,0
0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1459
1007,1,000000000000000000000010000000000000,000000000000000000000000000000000000,28,0
0,0,000000000000000000000010000000000000,000000000000000000000000000010000000,21,2308
1007,1,000000000000000000000110000000000000,000000000000000000000000000010000000,12,0
0,0,000000000000000000000110000000000000,000000000000100000000000000010000000,20,1545
1007,1,000000000000000000001110000000000000,000000000000100000000000000010000000,30,0
0,0,000000000000000000001110000000000000,000000000000100000000000000010100000,19,783
1004,0,000000000000000000000000000000000000,000000000000000000000000000000000000,30,0
0,1,000000000000000000000000000000100000,000000000000000000000000000000000000,22,1627
