10000	1.7772	0.0058333	0.01	1	0.60931	1	0.4	5	30	1	0.4	5	30	1	0.4	5	30	1	0.4	5	30	0	0.5	0.2	2.5	15	0.5	0.2	2.5	15	0.5	0.2	2.5	15	0.5	0.2	2.5	15	0	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06
10000	1.7772	0.0058333	0.01	1	0.60931	1	0.4	5	30	1	0.4	5	30	1	0.4	5	30	1	0.4	5	30	0	0.5	0.2	2.5	15	0.5	0.2	2.5	15	0.5	0.2	2.5	15	0.5	0.2	2.5	15	0	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06	6.0555e-06
10000	3.2464	0.008	0.028585	1	0.82963	0.15959	0.3	3.1212	15	0.15959	0.3	3.1212	15	0.15959	0.3	3.1212	15	0.15959	0.3	3.1212	15	0	0.11776	0.22137	2.3031	11.069	0.11776	0.22137	2.3031	11.069	0.11776	0.22137	2.3031	11.069	0.11776	0.22137	2.3031	11.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10000	3.2464	0.008	0.028585	1	0.82963	0.15959	0.3	3.1212	15	0.15959	0.3	3.1212	15	0.15959	0.3	3.1212	15	0.15959	0.3	3.1212	15	0	0.11776	0.22137	2.3031	11.069	0.11776	0.22137	2.3031	11.069	0.11776	0.22137	2.3031	11.069	0.11776	0.22137	2.3031	11.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10000	3.6793	0.0077514	0.022914	1	-0.13722	0.49047	1.5141	4.3051	12.137	0.49047	1.5141	4.3051	12.137	0.49047	1.5141	4.3051	12.137	0.49047	1.5141	4.3051	12.137	0	0.44713	1.3803	3.9247	11.065	0.44713	1.3803	3.9247	11.065	0.44713	1.3803	3.9247	11.065	0.44713	1.3803	3.9247	11.065	0	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861
10000	3.6793	0.0077514	0.022914	1	-0.13722	0.49047	1.5141	4.3051	12.137	0.49047	1.5141	4.3051	12.137	0.49047	1.5141	4.3051	12.137	0.49047	1.5141	4.3051	12.137	0	0.44713	1.3803	3.9247	11.065	0.44713	1.3803	3.9247	11.065	0.44713	1.3803	3.9247	11.065	0.44713	1.3803	3.9247	11.065	0	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861	0.20861
10000	3.8056	0.010719	0.019444	1	0.4	0.54373	1	2.7778	15	0.54373	1	2.7778	15	0.54373	1	2.7778	15	0.54373	1	2.7778	15	0	0.59166	1.0882	3.0227	16.322	0.59166	1.0882	3.0227	16.322	0.59166	1.0882	3.0227	16.322	0.59166	1.0882	3.0227	16.322	0	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243
10000	3.8056	0.010719	0.019444	1	0.4	0.54373	1	2.7778	15	0.54373	1	2.7778	15	0.54373	1	2.7778	15	0.54373	1	2.7778	15	0	0.59166	1.0882	3.0227	16.322	0.59166	1.0882	3.0227	16.322	0.59166	1.0882	3.0227	16.322	0.59166	1.0882	3.0227	16.322	0	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243	0.2243
10000	3.5298	0.045766	0.023382	1	0.50564	1.3197	0.4881	4.4405	17.125	1.3197	0.4881	4.4405	17.125	1.3197	0.4881	4.4405	17.125	1.3197	0.4881	4.4405	17.125	0	1.6026	0.59273	5.3924	20.796	1.6026	0.59273	5.3924	20.796	1.6026	0.59273	5.3924	20.796	1.6026	0.59273	5.3924	20.796	0	0.32788	0.32788	0.32788	0.32788	0.32788	0.32788	0.32788	0.32788	0.32788	0.32788	0.32788	0.32788	0.32788	0.32788	0.32788	0.32788	0.32788
10000	3.9196	0.01	0.02	1	0.8	0.61925	0.4	2.7469	100.45	0.61925	0.4	2.7469	100.45	0.61925	0.4	2.7469	100.45	0.61925	0.4	2.7469	100.45	0	0.61925	0.4	2.7469	100.45	0.61925	0.4	2.7469	100.45	0.61925	0.4	2.7469	100.45	0.61925	0.4	2.7469	100.45	0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
